"name" "continent"	"date"	"isUpdated"	"confirmAdd"	"confirmAddCut"	"confirm"	"suspect"	"dead"	"heal"	"nowConfirm"	"confirmCompare"	"nowConfirmCompare"	"healCompare"	"deadCompare"
"秘鲁"	"南美洲"	"12.18"	"False"	"0"	"0"	"989457"	"0"	"36858"	"924120"	"28479"	"0"	"0"	"0"	"0"
"乌克兰"	"欧洲"	"12.18"	"False"	"0"	"0"	"957692"	"0"	"16579"	"569200"	"371913"	"0"	"0"	"0"	"0"
"南非"	"非洲"	"12.18"	"False"	"9126"	"0"	"892813"	"0"	"24011"	"780313"	"88489"	"9126"	"3214"	"5728"	"184"
"荷兰"	"欧洲"	"12.18"	"False"	"92"	"0"	"662943"	"0"	"10408"	"8324"	"644211"	"92"	"-80"	"172"	"0"
"印度尼西亚"	"亚洲"	"12.18"	"False"	"0"	"0"	"643508"	"0"	"19390"	"526979"	"97139"	"0"	"0"	"0"	"0"
"比利时"	"欧洲"	"12.18"	"False"	"0"	"0"	"615058"	"0"	"18278"	"33687"	"563093"	"0"	"0"	"0"	"0"
"捷克"	"欧洲"	"12.18"	"False"	"0"	"0"	"602404"	"0"	"10036"	"522649"	"69719"	"0"	"0"	"0"	"0"
"伊拉克"	"亚洲"	"12.18"	"False"	"0"	"0"	"580449"	"0"	"12650"	"515321"	"52478"	"0"	"0"	"0"	"0"
"智利"	"南美洲"	"12.18"	"False"	"0"	"0"	"578732"	"0"	"16007"	"551200"	"11525"	"0"	"0"	"0"	"0"
"罗马尼亚"	"欧洲"	"12.18"	"False"	"0"	"0"	"577446"	"0"	"13969"	"477139"	"86338"	"0"	"0"	"0"	"0"
"孟加拉"	"亚洲"	"12.18"	"False"	"0"	"0"	"496975"	"0"	"7192"	"431590"	"58193"	"0"	"0"	"0"	"0"
"加拿大"	"北美洲"	"12.18"	"False"	"6815"	"0"	"492582"	"0"	"13940"	"402303"	"76339"	"6815"	"2207"	"4497"	"111"
"菲律宾"	"亚洲"	"12.18"	"False"	"0"	"0"	"454447"	"0"	"8850"	"419902"	"25695"	"0"	"0"	"0"	"0"
"巴基斯坦"	"亚洲"	"12.18"	"False"	"0"	"0"	"448522"	"0"	"9080"	"396591"	"42851"	"0"	"0"	"0"	"0"
"摩洛哥"	"非洲"	"12.18"	"False"	"2776"	"0"	"409746"	"0"	"6804"	"369998"	"32944"	"2776"	"-442"	"3163"	"55"
"瑞士"	"欧洲"	"12.18"	"False"	"0"	"0"	"399511"	"0"	"6487"	"311500"	"81524"	"0"	"-40"	"0"	"40"
"以色列"	"亚洲"	"12.18"	"False"	"1363"	"0"	"367975"	"0"	"3050"	"342985"	"21940"	"1363"	"112"	"1241"	"10"
"葡萄牙"	"欧洲"	"12.18"	"False"	"4320"	"0"	"362616"	"0"	"5902"	"287028"	"69686"	"4320"	"924"	"3309"	"87"
"沙特阿拉伯"	"亚洲"	"12.18"	"False"	"0"	"0"	"360516"	"0"	"6091"	"351365"	"3060"	"0"	"0"	"0"	"0"
"瑞典"	"欧洲"	"12.18"	"False"	"0"	"0"	"357466"	"0"	"7893"	"4917"	"344656"	"0"	"0"	"0"	"0"
"奥地利"	"欧洲"	"12.18"	"False"	"0"	"0"	"332828"	"0"	"4982"	"294315"	"33531"	"0"	"0"	"0"	"0"
"匈牙利"	"欧洲"	"12.18"	"False"	"0"	"0"	"291549"	"0"	"7538"	"86954"	"197057"	"0"	"0"	"0"	"0"
"塞尔维亚"	"欧洲"	"12.18"	"False"	"0"	"0"	"287730"	"0"	"2529"	"15913"	"269288"	"0"	"0"	"0"	"0"
"约旦"	"亚洲"	"12.18"	"False"	"2221"	"0"	"269806"	"0"	"3496"	"233390"	"32920"	"2221"	"-926"	"3116"	"31"
"尼泊尔"	"亚洲"	"12.18"	"False"	"0"	"0"	"251692"	"0"	"1749"	"240363"	"9580"	"0"	"0"	"0"	"0"
"厄瓜多尔"	"南美洲"	"12.18"	"False"	"788"	"0"	"204249"	"0"	"13932"	"177951"	"12366"	"788"	"771"	"0"	"17"
"格鲁吉亚"	"亚洲"	"12.18"	"False"	"0"	"0"	"201368"	"0"	"1953"	"169282"	"30133"	"0"	"0"	"0"	"0"
"巴拿马"	"北美洲"	"12.18"	"False"	"0"	"0"	"199947"	"0"	"3439"	"166600"	"29908"	"0"	"0"	"0"	"0"
"阿塞拜疆"	"亚洲"	"12.18"	"False"	"0"	"0"	"191460"	"0"	"2088"	"127064"	"62308"	"0"	"0"	"0"	"0"
"日本本土"	"亚洲"	"12.18"	"False"	"0"	"0"	"190913"	"0"	"2661"	"158131"	"30121"	"0"	"0"	"0"	"0"
"阿联酋"	"亚洲"	"12.18"	"False"	"1321"	"0"	"189866"	"0"	"629"	"166541"	"22696"	"1321"	"526"	"792"	"3"
"哈萨克斯坦"	"亚洲"	"12.18"	"False"	"0"	"0"	"188837"	"0"	"2613"	"160889"	"25335"	"0"	"0"	"0"	"0"
"保加利亚"	"欧洲"	"12.18"	"False"	"2042"	"0"	"188288"	"0"	"6339"	"93728"	"88221"	"2042"	"-1319"	"3218"	"143"
"克罗地亚"	"欧洲"	"12.18"	"False"	"0"	"0"	"186963"	"0"	"2955"	"161563"	"22445"	"0"	"0"	"0"	"0"
"白俄罗斯"	"欧洲"	"12.18"	"False"	"0"	"0"	"167731"	"0"	"1299"	"145397"	"21035"	"0"	"0"	"0"	"0"
"多米尼加"	"北美洲"	"12.18"	"False"	"0"	"0"	"157305"	"0"	"2375"	"122205"	"32725"	"0"	"0"	"0"	"0"
"哥斯达黎加"	"北美洲"	"12.18"	"False"	"1125"	"0"	"156388"	"0"	"1980"	"124907"	"29501"	"1125"	"-848"	"1960"	"13"
"黎巴嫩"	"亚洲"	"12.18"	"False"	"2116"	"0"	"153049"	"0"	"1248"	"106712"	"45089"	"2116"	"-403"	"2505"	"14"
"亚美尼亚"	"亚洲"	"12.18"	"False"	"0"	"0"	"151392"	"0"	"2581"	"129990"	"18821"	"0"	"0"	"0"	"0"
"玻利维亚"	"南美洲"	"12.18"	"False"	"0"	"0"	"148214"	"0"	"9029"	"126950"	"12235"	"0"	"0"	"0"	"0"
"科威特"	"亚洲"	"12.18"	"False"	"0"	"0"	"147192"	"0"	"913"	"143113"	"3166"	"0"	"0"	"0"	"0"
"斯洛伐克"	"欧洲"	"12.18"	"False"	"0"	"0"	"142133"	"0"	"1378"	"102737"	"38018"	"0"	"0"	"0"	"0"
"卡塔尔"	"亚洲"	"12.18"	"False"	"0"	"0"	"141557"	"0"	"242"	"139243"	"2072"	"0"	"0"	"0"	"0"
"摩尔多瓦"	"欧洲"	"12.18"	"False"	"0"	"0"	"131919"	"0"	"2674"	"114230"	"15015"	"0"	"0"	"0"	"0"
"危地马拉"	"北美洲"	"12.18"	"False"	"607"	"0"	"131435"	"0"	"4551"	"119748"	"7136"	"607"	"106"	"460"	"41"
"希腊"	"欧洲"	"12.18"	"False"	"1153"	"0"	"128710"	"0"	"3948"	"23074"	"101688"	"1153"	"1075"	"0"	"78"
"阿曼"	"亚洲"	"12.18"	"False"	"0"	"0"	"127019"	"0"	"1483"	"119009"	"6527"	"0"	"0"	"0"	"0"
"丹麦"	"欧洲"	"12.18"	"False"	"0"	"0"	"124366"	"0"	"992"	"86192"	"37182"	"0"	"0"	"0"	"0"
"埃及"	"非洲"	"12.18"	"False"	"548"	"0"	"123701"	"0"	"7015"	"105919"	"10767"	"548"	"323"	"200"	"25"
"埃塞俄比亚"	"非洲"	"12.18"	"False"	"475"	"0"	"118481"	"0"	"1831"	"99751"	"16899"	"475"	"-1320"	"1782"	"13"
"巴勒斯坦"	"亚洲"	"12.18"	"False"	"0"	"0"	"117755"	"0"	"1078"	"92979"	"23698"	"0"	"0"	"0"	"0"
"突尼斯"	"非洲"	"12.18"	"False"	"1419"	"0"	"115966"	"0"	"4032"	"87884"	"24050"	"1419"	"1384"	"0"	"35"
"洪都拉斯"	"北美洲"	"12.18"	"False"	"0"	"0"	"115317"	"0"	"3013"	"52945"	"59359"	"0"	"0"	"0"	"0"
"缅甸"	"亚洲"	"12.18"	"False"	"0"	"0"	"113082"	"0"	"2377"	"91537"	"19168"	"0"	"0"	"0"	"0"
"委内瑞拉"	"南美洲"	"12.18"	"False"	"0"	"0"	"108717"	"0"	"970"	"103492"	"4255"	"0"	"0"	"0"	"0"
"波黑"	"欧洲"	"12.18"	"False"	"855"	"0"	"104087"	"0"	"3549"	"69495"	"31043"	"855"	"-433"	"1250"	"38"
"立陶宛"	"欧洲"	"12.18"	"False"	"0"	"0"	"103028"	"0"	"933"	"45113"	"56982"	"0"	"0"	"0"	"0"
"斯洛文尼亚"	"欧洲"	"12.18"	"False"	"0"	"0"	"102043"	"0"	"2233"	"79193"	"20617"	"0"	"0"	"0"	"0"
"巴拉圭"	"南美洲"	"12.18"	"False"	"819"	"0"	"97028"	"0"	"2032"	"69351"	"25645"	"819"	"108"	"693"	"18"
"阿尔及利亚"	"非洲"	"12.18"	"False"	"426"	"0"	"93933"	"0"	"2640"	"62089"	"29204"	"426"	"28"	"389"	"9"
"肯尼亚"	"非洲"	"12.18"	"False"	"0"	"0"	"93405"	"0"	"1618"	"74999"	"16788"	"0"	"0"	"0"	"0"
"利比亚"	"非洲"	"12.18"	"False"	"0"	"0"	"93283"	"0"	"1337"	"63231"	"28715"	"0"	"0"	"0"	"0"
"巴林"	"亚洲"	"12.18"	"False"	"143"	"0"	"89743"	"0"	"349"	"87846"	"1548"	"143"	"-13"	"156"	"0"
"马来西亚"	"亚洲"	"12.18"	"False"	"0"	"0"	"89133"	"0"	"432"	"74030"	"14671"	"0"	"0"	"0"	"0"
"吉尔吉斯斯坦"	"亚洲"	"12.18"	"False"	"0"	"0"	"78415"	"0"	"1321"	"71656"	"5438"	"0"	"0"	"0"	"0"
"爱尔兰"	"欧洲"	"12.18"	"False"	"481"	"0"	"77678"	"0"	"2143"	"23364"	"52171"	"481"	"478"	"0"	"3"
"北马其顿"	"欧洲"	"12.18"	"False"	"654"	"0"	"76251"	"0"	"2225"	"52413"	"21613"	"654"	"-297"	"920"	"31"
"尼日利亚"	"非洲"	"12.18"	"False"	"1145"	"0"	"76207"	"0"	"1201"	"67110"	"7896"	"1145"	"809"	"335"	"1"
"乌兹别克斯坦"	"亚洲"	"12.18"	"False"	"0"	"0"	"75538"	"0"	"612"	"72810"	"2116"	"0"	"0"	"0"	"0"
"新加坡"	"亚洲"	"12.18"	"False"	"0"	"0"	"58377"	"0"	"29"	"58252"	"96"	"0"	"0"	"0"	"0"
"加纳"	"非洲"	"12.18"	"False"	"167"	"0"	"53553"	"0"	"331"	"52266"	"956"	"167"	"-55"	"218"	"4"
"阿尔巴尼亚"	"欧洲"	"12.18"	"False"	"787"	"0"	"51424"	"0"	"1055"	"26898"	"23471"	"787"	"255"	"517"	"15"
"阿富汗"	"亚洲"	"12.18"	"False"	"0"	"0"	"49378"	"0"	"2025"	"38505"	"8848"	"0"	"0"	"0"	"0"
"韩国"	"亚洲"	"12.18"	"False"	"0"	"0"	"46453"	"0"	"634"	"33610"	"12209"	"0"	"0"	"0"	"0"
"卢森堡"	"欧洲"	"12.18"	"False"	"434"	"0"	"43279"	"0"	"428"	"34609"	"8242"	"434"	"-262"	"689"	"7"
"黑山"	"欧洲"	"12.18"	"False"	"432"	"0"	"42995"	"0"	"614"	"33049"	"9332"	"432"	"-71"	"499"	"4"
"挪威"	"欧洲"	"12.18"	"False"	"257"	"0"	"42776"	"0"	"404"	"17998"	"24374"	"257"	"257"	"0"	"0"
"萨尔瓦多"	"北美洲"	"12.18"	"False"	"0"	"0"	"42397"	"0"	"1227"	"38481"	"2689"	"0"	"0"	"0"	"0"
"斯里兰卡"	"亚洲"	"12.18"	"False"	"338"	"0"	"35387"	"0"	"160"	"26353"	"8874"	"338"	"338"	"0"	"0"
"芬兰"	"欧洲"	"12.18"	"False"	"0"	"0"	"32228"	"0"	"484"	"22500"	"9244"	"0"	"0"	"0"	"0"
"乌干达"	"非洲"	"12.18"	"False"	"628"	"0"	"29361"	"0"	"228"	"10172"	"18961"	"628"	"523"	"102"	"3"
"拉脱维亚"	"欧洲"	"12.18"	"False"	"0"	"0"	"28535"	"0"	"394"	"19072"	"9069"	"0"	"0"	"0"	"0"
"澳大利亚"	"大洋洲"	"12.18"	"False"	"17"	"0"	"28089"	"0"	"908"	"25695"	"1486"	"17"	"17"	"0"	"0"
"喀麦隆"	"非洲"	"12.18"	"False"	"0"	"0"	"25472"	"0"	"445"	"23851"	"1176"	"0"	"0"	"0"	"0"
"苏丹"	"非洲"	"12.18"	"False"	"0"	"0"	"22265"	"0"	"1408"	"12873"	"7984"	"0"	"0"	"0"	"0"
"科特迪瓦"	"非洲"	"12.18"	"False"	"31"	"0"	"21772"	"0"	"133"	"21401"	"238"	"31"	"-6"	"37"	"0"
"爱沙尼亚"	"欧洲"	"12.18"	"False"	"0"	"0"	"20004"	"0"	"164"	"12533"	"7307"	"0"	"0"	"0"	"0"
"赞比亚"	"非洲"	"12.18"	"False"	"0"	"0"	"18504"	"0"	"369"	"17680"	"455"	"0"	"0"	"0"	"0"
"纳米比亚"	"非洲"	"12.18"	"False"	"0"	"0"	"17607"	"0"	"164"	"15373"	"2070"	"0"	"0"	"0"	"0"
"马达加斯加"	"非洲"	"12.18"	"False"	"0"	"0"	"17587"	"0"	"259"	"16992"	"336"	"0"	"0"	"0"	"0"
"塞内加尔"	"非洲"	"12.18"	"False"	"0"	"0"	"17451"	"0"	"355"	"16384"	"712"	"0"	"0"	"0"	"0"
"莫桑比克"	"非洲"	"12.18"	"False"	"113"	"0"	"17256"	"0"	"145"	"15257"	"1854"	"113"	"97"	"16"	"0"
"安哥拉"	"非洲"	"12.18"	"False"	"77"	"0"	"16484"	"0"	"382"	"9266"	"6836"	"77"	"2"	"72"	"3"
"塞浦路斯"	"亚洲"	"12.18"	"False"	"0"	"0"	"16190"	"0"	"85"	"2057"	"14048"	"0"	"0"	"0"	"0"
"刚果（金）"	"非洲"	"12.18"	"False"	"0"	"0"	"15089"	"0"	"366"	"13010"	"1713"	"0"	"0"	"0"	"0"
"几内亚"	"非洲"	"12.18"	"False"	"0"	"0"	"13485"	"0"	"80"	"12773"	"632"	"0"	"0"	"0"	"0"
"马尔代夫"	"亚洲"	"12.18"	"False"	"16"	"0"	"13418"	"0"	"48"	"12828"	"542"	"16"	"-26"	"42"	"0"
"博茨瓦纳"	"非洲"	"12.18"	"False"	"141"	"0"	"13014"	"0"	"38"	"10535"	"2441"	"141"	"62"	"79"	"0"
"塔吉克斯坦"	"亚洲"	"12.18"	"False"	"37"	"0"	"12852"	"0"	"89"	"12295"	"468"	"37"	"-5"	"42"	"0"
"牙买加"	"北美洲"	"12.18"	"False"	"61"	"0"	"11968"	"0"	"279"	"8525"	"3164"	"61"	"-96"	"154"	"3"
"津巴布韦"	"非洲"	"12.18"	"False"	"117"	"0"	"11866"	"0"	"314"	"9836"	"1716"	"117"	"-18"	"134"	"1"
"毛里塔尼亚"	"非洲"	"12.18"	"False"	"176"	"0"	"11805"	"0"	"254"	"8372"	"3179"	"176"	"75"	"91"	"10"
"佛得角"	"非洲"	"12.18"	"False"	"44"	"0"	"11502"	"0"	"110"	"11137"	"255"	"44"	"13"	"31"	"0"
"马耳他"	"欧洲"	"12.18"	"False"	"0"	"0"	"11475"	"0"	"182"	"9670"	"1623"	"0"	"0"	"0"	"0"
"乌拉圭"	"南美洲"	"12.18"	"False"	"543"	"0"	"11436"	"0"	"105"	"7406"	"3925"	"543"	"276"	"264"	"3"
"伯利兹"	"北美洲"	"12.18"	"False"	"119"	"0"	"9791"	"0"	"213"	"4779"	"4799"	"119"	"-33"	"151"	"1"
"古巴"	"北美洲"	"12.18"	"False"	"100"	"0"	"9771"	"0"	"137"	"8770"	"864"	"100"	"-12"	"112"	"0"
"叙利亚"	"亚洲"	"12.18"	"False"	"156"	"0"	"9759"	"0"	"571"	"4616"	"4572"	"156"	"71"	"68"	"17"
"海地"	"北美洲"	"12.18"	"False"	"30"	"0"	"9627"	"0"	"234"	"8310"	"1083"	"30"	"0"	"30"	"0"
"加蓬"	"非洲"	"12.18"	"False"	"0"	"0"	"9373"	"0"	"63"	"9223"	"87"	"0"	"0"	"0"	"0"
"巴哈马"	"北美洲"	"12.18"	"False"	"0"	"0"	"7714"	"0"	"164"	"6087"	"1463"	"0"	"0"	"0"	"0"
"安道尔"	"欧洲"	"12.18"	"False"	"20"	"0"	"7466"	"0"	"79"	"6875"	"512"	"20"	"-36"	"56"	"0"
"斯威士兰"	"非洲"	"12.18"	"False"	"67"	"0"	"7093"	"0"	"135"	"6579"	"379"	"67"	"19"	"48"	"0"
"卢旺达"	"非洲"	"12.18"	"False"	"78"	"0"	"7032"	"0"	"57"	"6089"	"886"	"78"	"46"	"32"	"0"
"特立尼达和多巴哥"	""	"12.18"	"False"	"23"	"0"	"6940"	"0"	"123"	"6385"	"432"	"23"	"-132"	"155"	"0"
"刚果（布）"	"非洲"	"12.18"	"False"	"0"	"0"	"6200"	"0"	"100"	"4988"	"1112"	"0"	"0"	"0"	"0"
"马拉维"	"非洲"	"12.18"	"False"	"47"	"0"	"6138"	"0"	"187"	"5661"	"290"	"47"	"47"	"0"	"0"
"马里"	"非洲"	"12.18"	"False"	"80"	"0"	"6049"	"0"	"211"	"3718"	"2120"	"80"	"62"	"16"	"2"
"圭亚那"	"南美洲"	"12.18"	"False"	"26"	"0"	"6042"	"0"	"158"	"5197"	"687"	"26"	"14"	"12"	"0"
"尼加拉瓜"	"北美洲"	"12.18"	"False"	"0"	"0"	"5938"	"0"	"163"	"4225"	"1550"	"0"	"0"	"0"	"0"
"吉布提"	"非洲"	"12.18"	"False"	"11"	"0"	"5770"	"0"	"61"	"5635"	"74"	"11"	"4"	"7"	"0"
"冰岛"	"欧洲"	"12.18"	"False"	"0"	"0"	"5588"	"0"	"28"	"5423"	"137"	"0"	"0"	"0"	"0"
"苏里南"	"南美洲"	"12.18"	"False"	"27"	"0"	"5428"	"0"	"117"	"5240"	"71"	"27"	"26"	"1"	"0"
"赤道几内亚"	"非洲"	"12.18"	"False"	"0"	"0"	"5214"	"0"	"85"	"5064"	"65"	"0"	"0"	"0"	"0"
"中非共和国"	"非洲"	"12.18"	"False"	"0"	"0"	"4936"	"0"	"63"	"1924"	"2949"	"0"	"0"	"0"	"0"
"索马里"	"非洲"	"12.18"	"False"	"0"	"0"	"4662"	"0"	"124"	"3566"	"972"	"0"	"0"	"0"	"0"
"布基纳法索"	"非洲"	"12.18"	"False"	"162"	"0"	"4611"	"0"	"73"	"3311"	"1227"	"162"	"-61"	"223"	"0"
"泰国"	"亚洲"	"12.18"	"False"	"0"	"0"	"4281"	"0"	"60"	"3989"	"232"	"0"	"0"	"0"	"0"
"冈比亚"	"非洲"	"12.18"	"False"	"0"	"0"	"3786"	"0"	"123"	"3653"	"10"	"0"	"0"	"0"	"0"
"多哥"	"非洲"	"12.18"	"False"	"15"	"0"	"3330"	"0"	"66"	"2890"	"374"	"15"	"-23"	"38"	"0"
"贝宁"	"非洲"	"12.18"	"False"	"0"	"0"	"3152"	"0"	"44"	"2972"	"136"	"0"	"0"	"0"	"0"
"塞拉利昂"	"非洲"	"12.18"	"False"	"4"	"0"	"2464"	"0"	"75"	"1854"	"535"	"4"	"4"	"0"	"0"
"几内亚比绍"	"非洲"	"12.18"	"False"	"0"	"0"	"2447"	"0"	"44"	"2378"	"25"	"0"	"0"	"0"	"0"
"尼日尔"	"非洲"	"12.18"	"False"	"56"	"0"	"2417"	"0"	"83"	"1348"	"986"	"56"	"36"	"19"	"1"
"莱索托"	"非洲"	"12.18"	"False"	"0"	"0"	"2400"	"0"	"46"	"1435"	"919"	"0"	"0"	"0"	"0"
"新西兰"	"大洋洲"	"12.18"	"False"	"0"	"0"	"2100"	"0"	"25"	"2032"	"43"	"0"	"0"	"0"	"0"
"也门"	"亚洲"	"12.18"	"False"	"2"	"0"	"2087"	"0"	"606"	"1384"	"97"	"2"	"2"	"0"	"0"
"圣马力诺"	"欧洲"	"12.18"	"False"	"0"	"0"	"2049"	"0"	"54"	"1703"	"292"	"0"	"0"	"0"	"0"
"乍得"	"非洲"	"12.18"	"False"	"18"	"0"	"1818"	"0"	"102"	"1626"	"90"	"18"	"12"	"6"	"0"
"利比里亚"	"非洲"	"12.18"	"False"	"6"	"0"	"1779"	"0"	"83"	"1406"	"290"	"6"	"6"	"0"	"0"
"列支敦士登公国"	"欧洲"	"12.18"	"False"	"0"	"0"	"1635"	"0"	"21"	"1395"	"219"	"0"	"0"	"0"	"0"
"越南"	"亚洲"	"12.18"	"False"	"0"	"0"	"1407"	"0"	"35"	"1263"	"109"	"0"	"0"	"0"	"0"
"蒙古"	"亚洲"	"12.18"	"False"	"0"	"0"	"923"	"0"	"0"	"384"	"539"	"0"	"0"	"0"	"0"
"巴布亚新几内亚"	"大洋洲"	"12.18"	"False"	"0"	"0"	"760"	"0"	"8"	"601"	"151"	"0"	"0"	"0"	"0"
"布隆迪"	"非洲"	"12.18"	"False"	"10"	"0"	"751"	"0"	"1"	"640"	"110"	"10"	"10"	"0"	"0"
"厄立特里亚"	"非洲"	"12.18"	"False"	"30"	"0"	"741"	"0"	"0"	"572"	"169"	"30"	"22"	"8"	"0"
"钻石号邮轮"	"其他"	"12.18"	"False"	"0"	"0"	"712"	"0"	"13"	"699"	"0"	"0"	"0"	"0"	"0"
"摩纳哥"	"欧洲"	"12.18"	"False"	"15"	"0"	"700"	"0"	"3"	"611"	"86"	"15"	"15"	"0"	"0"
"科摩罗"	"非洲"	"12.18"	"False"	"10"	"0"	"643"	"0"	"7"	"610"	"26"	"10"	"6"	"4"	"0"
"毛里求斯"	"非洲"	"12.18"	"False"	"0"	"0"	"524"	"0"	"10"	"489"	"25"	"0"	"0"	"0"	"0"
"坦桑尼亚"	"非洲"	"12.18"	"False"	"0"	"0"	"509"	"0"	"21"	"183"	"305"	"0"	"0"	"0"	"0"
"不丹"	"亚洲"	"12.18"	"False"	"0"	"0"	"440"	"0"	"0"	"409"	"31"	"0"	"0"	"0"	"0"
"柬埔寨"	"亚洲"	"12.18"	"False"	"0"	"0"	"362"	"0"	"0"	"324"	"38"	"0"	"0"	"0"	"0"
"巴巴多斯"	"北美洲"	"12.18"	"False"	"4"	"0"	"305"	"0"	"7"	"278"	"20"	"4"	"0"	"4"	"0"
"圣卢西亚"	"北美洲"	"12.18"	"False"	"0"	"0"	"278"	"0"	"4"	"246"	"28"	"0"	"0"	"0"	"0"
"塞舌尔"	"非洲"	"12.18"	"False"	"0"	"0"	"202"	"0"	"0"	"184"	"18"	"0"	"0"	"0"	"0"
"文莱"	"亚洲"	"12.18"	"False"	"0"	"0"	"152"	"0"	"3"	"148"	"1"	"0"	"0"	"0"	"0"
"安提瓜和巴布达"	"北美洲"	"12.18"	"False"	"0"	"0"	"151"	"0"	"5"	"141"	"5"	"0"	"0"	"0"	"0"
"圣文森特和格林纳丁斯"	"北美洲"	"12.18"	"False"	"0"	"0"	"100"	"0"	"0"	"82"	"18"	"0"	"0"	"0"	"0"
"多米尼克"	"北美洲"	"12.18"	"False"	"0"	"0"	"88"	"0"	"0"	"83"	"5"	"0"	"0"	"0"	"0"
"格林纳达"	"北美洲"	"12.18"	"False"	"0"	"0"	"85"	"0"	"0"	"41"	"44"	"0"	"0"	"0"	"0"
"斐济"	"大洋洲"	"12.18"	"False"	"0"	"0"	"46"	"0"	"2"	"38"	"6"	"0"	"0"	"0"	"0"
"老挝"	"亚洲"	"12.18"	"False"	"0"	"0"	"41"	"0"	"0"	"36"	"5"	"0"	"0"	"0"	"0"
"马提尼克岛"	"北美洲"	"03.23"	"False"	"0"	"0"	"37"	"0"	"1"	"0"	"36"	"0"	"0"	"0"	"0"
"东帝汶"	"亚洲"	"12.18"	"False"	"0"	"0"	"31"	"0"	"0"	"30"	"1"	"0"	"0"	"0"	"0"
"圣基茨和尼维斯"	"北美洲"	"12.18"	"False"	"0"	"0"	"28"	"0"	"0"	"24"	"4"	"0"	"-1"	"1"	"0"
"梵蒂冈"	"欧洲"	"12.18"	"False"	"0"	"0"	"27"	"0"	"0"	"15"	"12"	"0"	"0"	"0"	"0"
"所罗门群岛"	"大洋洲"	"12.18"	"False"	"0"	"0"	"17"	"0"	"0"	"5"	"12"	"0"	"0"	"0"	"0"
"马绍尔群岛"	"大洋洲"	"12.18"	"False"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"
"瓦努阿图"	"大洋洲"	"12.18"	"False"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"美国"	"北美洲"	"12.19"	"True"	"254680"	"0"	"17888353"	"0"	"320845"	"10394286"	"7173222"	"261583"	"155437"	"103229"	"2917"
"印度"	"亚洲"	"12.19"	"False"	"25152"	"0"	"10004599"	"0"	"145136"	"9550712"	"308751"	"25152"	"-5080"	"29885"	"347"
"巴西"	"南美洲"	"12.19"	"False"	"52544"	"0"	"7162978"	"0"	"185650"	"6322955"	"654373"	"52544"	"30313"	"21408"	"823"
"俄罗斯"	"欧洲"	"12.19"	"False"	"0"	"0"	"2764843"	"0"	"49170"	"2207398"	"508275"	"0"	"0"	"0"	"0"
"法国"	"欧洲"	"12.19"	"False"	"15868"	"0"	"2499529"	"0"	"60345"	"188488"	"2250696"	"15868"	"14151"	"1107"	"610"
"英国"	"欧洲"	"12.19"	"False"	"28517"	"0"	"1982828"	"0"	"66640"	"4264"	"1911924"	"28517"	"27896"	"131"	"490"
"土耳其"	"亚洲"	"12.19"	"False"	"26410"	"0"	"1982090"	"0"	"17610"	"1753552"	"210928"	"26410"	"-5781"	"31945"	"246"
"意大利"	"欧洲"	"12.19"	"False"	"15401"	"0"	"1921778"	"0"	"67894"	"1226086"	"627798"	"15401"	"-7545"	"22272"	"674"
"西班牙"	"欧洲"	"12.19"	"True"	"11815"	"0"	"1817448"	"0"	"48926"	"196958"	"1571564"	"11815"	"11666"	"0"	"149"
"阿根廷"	"南美洲"	"12.19"	"False"	"7002"	"0"	"1531374"	"0"	"41672"	"1356755"	"132947"	"7002"	"2665"	"4199"	"138"
"德国"	"欧洲"	"12.19"	"False"	"25767"	"0"	"1486839"	"0"	"25754"	"1095982"	"365103"	"25767"	"10343"	"14905"	"519"
"哥伦比亚"	"南美洲"	"12.19"	"False"	"13277"	"0"	"1482072"	"0"	"40019"	"1354021"	"88032"	"13277"	"2843"	"10202"	"232"
"墨西哥"	"北美洲"	"12.19"	"False"	"12248"	"0"	"1301546"	"0"	"117249"	"962397"	"221900"	"12248"	"2851"	"8635"	"762"
"波兰"	"欧洲"	"12.19"	"False"	"0"	"0"	"1182864"	"0"	"24771"	"915576"	"242517"	"0"	"0"	"0"	"0"
"伊朗"	"亚洲"	"12.19"	"False"	"0"	"0"	"1145651"	"0"	"53273"	"865474"	"226904"	"0"	"0"	"0"	"0"
"秘鲁"	"南美洲"	"12.19"	"False"	"0"	"0"	"989457"	"0"	"36858"	"928219"	"24380"	"0"	"-2326"	"2326"	"0"
"乌克兰"	"欧洲"	"12.19"	"False"	"0"	"0"	"970758"	"0"	"16848"	"582457"	"371453"	"0"	"0"	"0"	"0"
"南非"	"非洲"	"12.19"	"False"	"8725"	"0"	"901538"	"0"	"24285"	"783818"	"93435"	"8725"	"4946"	"3505"	"274"
"荷兰"	"欧洲"	"12.19"	"False"	"93"	"0"	"674967"	"0"	"10492"	"8461"	"656014"	"93"	"-44"	"137"	"0"
"印度尼西亚"	"亚洲"	"12.19"	"False"	"0"	"0"	"650197"	"0"	"19514"	"531995"	"98688"	"0"	"0"	"0"	"0"
